"CLIENTNUM","Target","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Trans_Amt","Total_Trans_Ct","Avg_Utilization_Ratio","Flag_Muestra"
"711922158","0","57","F","2","Graduate","Married","Less than $40K","Blue","45","1","3","3","1860.0","0","1860.0","5109","62","0.0","0"
"711927108","1","54","M","3","High School","Married","$80K - $120K","Blue","36","2","3","4","9457.0","350","9107.0","1196","28","0.037","0"
"711934308","0","38","M","3","Graduate","Single","$40K - $60K","Blue","19","5","2","3","1705.0","0","1705.0","3342","62","0.0","1"
"711935283","1","55","M","5","Post-Graduate","Single","$80K - $120K","Blue","47","3","1","4","1438.3","0","1438.3","1427","36","0.0","1"
"711939558","1","37","F","2","Unknown","Single","Less than $40K","Blue","36","3","2","3","1534.0","0","1534.0","2596","39","0.0","1"
"711949683","1","55","F","2","College","Divorced","$40K - $60K","Blue","36","6","2","3","4410.0","2517","1893.0","1883","44","0.571","1"
"711954558","0","53","F","3","Graduate","Married","$40K - $60K","Blue","44","3","3","4","2636.0","2357","279.0","1333","34","0.894","1"
"711967158","0","35","F","3","Graduate","Single","Less than $40K","Blue","23","6","3","1","2211.0","1370","841.0","4359","79","0.62","1"
"711968358","0","55","F","4","Graduate","Single","Less than $40K","Blue","44","1","2","1","2638.0","1423","1215.0","4153","77","0.539","1"
"711970533","0","54","F","4","Unknown","Married","Less than $40K","Blue","41","3","2","0","1491.0","1349","142.0","4365","71","0.905","0"
"711977508","1","56","F","2","Uneducated","Single","Less than $40K","Blue","43","1","2","4","1440.0","1211","229.0","2141","40","0.841","1"
"711984633","0","36","F","3","Graduate","Married","Less than $40K","Blue","27","1","2","3","2328.0","1953","375.0","4373","89","0.839","0"
"711992133","0","53","F","1","Uneducated","Married","Less than $40K","Blue","41","4","2","2","2596.0","868","1728.0","4801","72","0.334","1"
"712004208","0","65","M","0","Graduate","Single","Less than $40K","Blue","56","3","3","2","3422.0","0","3422.0","1973","59","0.0","1"
"712010358","1","49","M","4","Graduate","Single","$80K - $120K","Blue","36","2","3","2","3999.0","0","3999.0","7567","76","0.0","1"
"712021233","1","33","M","3","Graduate","Married","$60K - $80K","Blue","15","5","1","3","23399.0","0","23399.0","9356","74","0.0","1"
"712022883","0","37","F","2","High School","Single","$40K - $60K","Blue","27","4","1","2","2204.0","919","1285.0","4555","82","0.417","0"
"712025958","0","42","M","4","Uneducated","Married","$80K - $120K","Silver","35","1","2","3","34516.0","1420","33096.0","14672","110","0.041","1"
"712030833","1","48","M","2","Graduate","Married","$60K - $80K","Silver","35","2","4","4","34516.0","0","34516.0","691","15","0.0","1"
"712036383","1","49","M","4","High School","Single","$60K - $80K","Blue","30","6","3","3","18418.0","0","18418.0","9980","68","0.0","1"
"712038258","1","48","M","4","Unknown","Single","$80K - $120K","Blue","36","3","3","3","32838.0","1717","31121.0","2538","42","0.052","1"
"712044558","1","51","F","1","Uneducated","Single","Less than $40K","Silver","41","6","2","3","14563.0","1309","13254.0","6408","70","0.09","0"
"712046808","1","49","F","3","Doctorate","Divorced","Unknown","Blue","42","1","3","3","3802.0","1558","2244.0","2003","43","0.41","1"
"712049208","0","56","M","3","Post-Graduate","Married","$60K - $80K","Blue","39","3","1","2","3955.0","2517","1438.0","1238","25","0.636","1"
"712050933","1","48","M","4","College","Married","$80K - $120K","Blue","32","5","2","3","25190.0","0","25190.0","1533","41","0.0","0"
"712053033","0","46","M","2","Unknown","Single","$80K - $120K","Blue","34","1","3","2","3841.0","1411","2430.0","8444","81","0.367","1"
"712055433","0","39","F","4","High School","Married","Less than $40K","Blue","36","2","2","1","3600.0","2072","1528.0","14137","116","0.576","1"
"712070208","0","61","F","1","College","Single","Unknown","Blue","50","4","4","1","6673.0","2458","4215.0","4141","82","0.368","1"
"712075083","1","50","M","4","High School","Single","$120K +","Blue","41","4","3","3","6982.0","0","6982.0","4830","50","0.0","1"
"712076358","0","46","M","3","High School","Single","$120K +","Blue","34","5","3","2","5155.0","868","4287.0","3535","57","0.168","0"
"712085733","0","45","M","4","Graduate","Married","$120K +","Blue","36","5","2","3","34516.0","880","33636.0","3491","64","0.025","0"
"712092783","1","47","F","3","Doctorate","Single","Less than $40K","Blue","40","6","2","3","2437.0","0","2437.0","2027","42","0.0","1"
"712110333","1","37","F","3","High School","Single","Unknown","Blue","18","4","1","3","2179.0","0","2179.0","2568","48","0.0","0"
"712111608","0","59","F","2","Post-Graduate","Single","Less than $40K","Blue","54","1","1","3","1438.3","0","1438.3","4919","72","0.0","1"
"712113558","1","45","M","2","Graduate","Married","$80K - $120K","Blue","36","4","3","3","24844.0","1273","23571.0","6549","75","0.051","1"
"712120608","1","35","M","3","College","Married","$80K - $120K","Blue","27","3","2","3","3575.0","1884","1691.0","861","15","0.527","1"
"712125258","1","46","M","4","High School","Married","$120K +","Blue","30","3","3","3","2442.0","0","2442.0","701","19","0.0","0"
"712128258","0","49","F","4","High School","Single","Less than $40K","Silver","40","5","3","5","13704.0","2127","11577.0","15872","116","0.155","1"
"712130058","1","44","F","4","Uneducated","Single","Unknown","Blue","36","3","3","4","8075.0","317","7758.0","2415","41","0.039","1"
"712136058","1","54","F","2","College","Single","Unknown","Blue","36","1","3","3","8827.0","0","8827.0","2643","50","0.0","1"
"712138983","0","54","M","1","Graduate","Married","$60K - $80K","Blue","36","3","3","2","2947.0","2216","731.0","1744","53","0.752","1"
"712144158","1","53","F","1","Graduate","Single","Less than $40K","Blue","48","6","6","3","2370.0","1166","1204.0","2164","45","0.492","1"
"712154883","0","54","F","2","College","Married","Less than $40K","Blue","48","3","2","2","2473.0","1745","728.0","4823","72","0.706","1"
"712157958","1","44","M","3","High School","Married","$80K - $120K","Blue","36","1","3","2","10908.0","0","10908.0","4883","42","0.0","1"
"712159083","1","58","F","4","Unknown","Married","Less than $40K","Blue","46","2","3","3","2536.0","0","2536.0","901","35","0.0","1"
"712160058","1","59","F","2","Uneducated","Married","Less than $40K","Blue","51","5","5","4","1438.3","0","1438.3","2146","44","0.0","1"
"712161858","1","55","F","5","Unknown","Single","Less than $40K","Blue","36","4","2","3","1438.3","0","1438.3","2244","54","0.0","0"
"712163433","1","47","M","3","Uneducated","Married","$40K - $60K","Blue","29","1","2","4","1684.0","644","1040.0","2164","36","0.382","1"
"712164333","1","40","M","4","High School","Married","$60K - $80K","Blue","29","3","3","2","12544.0","1636","10908.0","1758","51","0.13","1"
"712165308","0","45","F","2","Doctorate","Single","Unknown","Blue","36","4","2","4","7738.0","947","6791.0","4255","61","0.122","1"
"712187808","0","27","M","0","Uneducated","Married","$40K - $60K","Blue","15","4","3","4","3682.0","0","3682.0","1826","35","0.0","1"
"712190358","0","48","F","4","Uneducated","Married","Less than $40K","Blue","29","1","3","2","1843.0","1802","41.0","5199","73","0.978","1"
"712196508","1","46","F","3","High School","Single","Unknown","Blue","34","4","3","3","29543.0","1164","28379.0","1015","27","0.039","1"
"712200033","0","44","F","4","High School","Single","Less than $40K","Blue","36","1","3","3","3024.0","0","3024.0","4983","78","0.0","0"
"712203333","0","51","M","3","Graduate","Married","$80K - $120K","Blue","39","1","2","1","7088.0","1750","5338.0","4691","76","0.247","0"
"712221408","0","42","M","4","Graduate","Single","$40K - $60K","Blue","33","5","3","2","2654.0","1489","1165.0","4767","82","0.561","1"
"712222758","1","38","F","3","Graduate","Married","Less than $40K","Blue","36","3","2","3","2300.0","0","2300.0","2500","47","0.0","1"
"712229283","1","48","F","4","Doctorate","Unknown","Unknown","Blue","24","4","2","3","1438.3","0","1438.3","2306","46","0.0","1"
"712230408","0","42","M","4","Uneducated","Married","$120K +","Blue","37","3","2","4","6953.0","1445","5508.0","3700","80","0.208","1"
"712233183","0","45","F","2","Graduate","Single","Less than $40K","Blue","34","3","3","1","4265.0","1622","2643.0","3244","62","0.38","1"
"712235433","1","43","F","1","Graduate","Single","Less than $40K","Blue","36","2","3","2","2886.0","0","2886.0","2326","50","0.0","0"
"712240083","1","38","F","3","Unknown","Single","Less than $40K","Blue","30","6","2","2","3730.0","2517","1213.0","858","22","0.675","0"
"712246983","0","50","M","4","High School","Married","$80K - $120K","Blue","43","2","2","5","16748.0","2413","14335.0","15338","121","0.144","1"
"712257258","1","50","F","1","High School","Single","Less than $40K","Blue","36","4","2","5","1457.0","0","1457.0","1441","39","0.0","1"
"712260633","0","47","F","5","Doctorate","Single","Unknown","Blue","36","4","1","4","26923.0","2461","24462.0","13643","94","0.091","0"
"712265508","1","32","M","0","Post-Graduate","Single","$40K - $60K","Blue","14","1","1","3","4015.0","0","4015.0","8363","65","0.0","1"
"712267983","1","57","F","0","Graduate","Single","Less than $40K","Blue","45","4","3","3","3023.0","2517","506.0","2477","42","0.833","1"
"712270158","0","62","F","0","High School","Married","$40K - $60K","Blue","52","5","2","3","2052.0","1250","802.0","1208","31","0.609","1"
"712271958","0","37","M","3","Uneducated","Unknown","$80K - $120K","Blue","36","4","2","3","9782.0","1793","7989.0","3672","75","0.183","1"
"712279683","1","44","M","3","Graduate","Married","$60K - $80K","Blue","36","2","3","3","9114.0","0","9114.0","2740","52","0.0","1"
"712288158","0","37","M","2","College","Married","$80K - $120K","Blue","17","5","3","2","4631.0","1991","2640.0","2864","37","0.43","0"
"712292133","1","45","F","3","College","Married","Less than $40K","Blue","36","4","2","4","2330.0","2294","36.0","2107","40","0.985","1"
"712294083","1","54","F","2","High School","Single","Unknown","Blue","44","4","3","4","3778.0","0","3778.0","2367","45","0.0","1"
"712296408","0","36","F","3","Unknown","Married","$40K - $60K","Blue","22","5","3","3","12958.0","2273","10685.0","15681","96","0.175","0"
"712297683","1","47","F","3","College","Married","Less than $40K","Blue","35","6","3","2","1781.0","0","1781.0","2196","35","0.0","1"
"712299858","0","62","M","1","High School","Married","Less than $40K","Blue","53","5","3","3","2077.0","1571","506.0","1365","38","0.756","1"
"712302783","0","38","F","2","Uneducated","Single","Less than $40K","Blue","25","2","3","1","2468.0","872","1596.0","4426","76","0.353","0"
"712307283","1","54","M","1","College","Single","$120K +","Blue","37","6","2","3","9090.0","2517","6573.0","2239","43","0.277","1"
"712309758","0","65","M","0","Graduate","Single","$40K - $60K","Blue","49","3","2","3","13921.0","1201","12720.0","4351","75","0.086","1"
"712311258","0","48","F","3","Uneducated","Single","$40K - $60K","Blue","36","5","3","3","1906.0","1259","647.0","4634","54","0.661","1"
"712315683","1","53","F","2","Uneducated","Single","Less than $40K","Blue","45","1","1","1","1981.0","1518","463.0","973","25","0.766","1"
"712327608","1","54","F","0","Doctorate","Single","Less than $40K","Blue","36","4","3","2","2708.0","0","2708.0","2321","45","0.0","1"
"712329933","1","47","F","1","High School","Unknown","Less than $40K","Blue","41","6","3","2","3654.0","0","3654.0","1998","44","0.0","1"
"712337208","0","59","F","2","Unknown","Single","Unknown","Blue","46","2","3","2","23731.0","1890","21841.0","13647","93","0.08","0"
"712350858","0","41","M","2","High School","Married","$80K - $120K","Blue","24","4","1","3","9366.0","1104","8262.0","1303","39","0.118","1"
"712369308","1","48","F","4","Doctorate","Divorced","$40K - $60K","Blue","35","4","3","2","3646.0","1047","2599.0","1969","38","0.287","1"
"712373208","1","43","M","3","Doctorate","Single","$60K - $80K","Blue","35","3","3","2","3312.0","0","3312.0","647","19","0.0","1"
"712378983","1","54","M","1","Unknown","Single","$80K - $120K","Blue","47","5","6","5","7570.0","965","6605.0","2599","61","0.127","1"
"712394283","0","44","F","4","Graduate","Divorced","Less than $40K","Blue","30","4","3","2","1791.0","1314","477.0","5109","79","0.734","0"
"712395408","1","51","F","3","Graduate","Divorced","Less than $40K","Blue","41","5","3","3","1495.0","691","804.0","2552","42","0.462","1"
"712399308","1","38","F","3","High School","Unknown","Less than $40K","Blue","36","5","3","3","2989.0","2387","602.0","2143","67","0.799","1"
"712404483","0","49","M","2","High School","Married","$80K - $120K","Blue","36","4","3","1","3989.0","2514","1475.0","5189","82","0.63","0"
"712407783","0","39","F","1","Graduate","Single","Less than $40K","Blue","28","5","3","3","1809.0","1181","628.0","4452","83","0.653","1"
"712411908","0","44","M","3","High School","Married","$60K - $80K","Blue","34","4","2","5","21158.0","0","21158.0","4071","67","0.0","1"
"712412958","0","41","F","3","Doctorate","Married","$40K - $60K","Silver","33","1","1","2","18266.0","822","17444.0","14615","124","0.045","1"
"712414908","0","45","F","4","Unknown","Married","Unknown","Blue","37","4","2","1","3241.0","0","3241.0","4992","80","0.0","0"
"712423233","0","44","M","3","High School","Divorced","$60K - $80K","Blue","36","4","3","1","22919.0","1368","21551.0","3752","71","0.06","1"
"712433508","1","59","F","1","Unknown","Married","Unknown","Blue","50","3","2","3","1438.3","0","1438.3","724","16","0.0","0"
"712434708","1","52","F","3","High School","Married","Less than $40K","Blue","39","5","3","2","3302.0","2517","785.0","2682","47","0.762","1"
"712440483","0","54","F","2","Uneducated","Married","Less than $40K","Blue","44","3","1","3","5413.0","1836","3577.0","1164","43","0.339","1"
"712441308","1","41","F","4","Unknown","Single","Unknown","Blue","25","2","2","3","29295.0","0","29295.0","9865","65","0.0","1"
"712443558","0","39","F","1","College","Single","Unknown","Blue","36","6","1","1","22125.0","0","22125.0","1994","57","0.0","0"
"712444533","0","43","M","2","High School","Single","$80K - $120K","Blue","36","6","2","0","14418.0","0","14418.0","3880","68","0.0","1"
"712445583","1","33","F","0","College","Single","Unknown","Blue","15","3","1","4","2299.0","0","2299.0","2323","47","0.0","1"
"712446783","1","50","F","4","Graduate","Married","Less than $40K","Blue","30","5","3","4","4038.0","1530","2508.0","2400","41","0.379","0"
"712448658","1","52","F","1","High School","Single","Less than $40K","Blue","36","3","3","2","1795.0","0","1795.0","2281","55","0.0","1"
"712450008","1","50","F","2","Post-Graduate","Married","Unknown","Blue","36","5","2","4","4045.0","0","4045.0","2438","41","0.0","1"
"712454958","0","40","M","5","Graduate","Single","$60K - $80K","Blue","27","6","1","2","2742.0","1416","1326.0","1539","38","0.516","1"
"712457208","1","58","M","1","Graduate","Single","$80K - $120K","Blue","36","6","3","4","22718.0","0","22718.0","8100","77","0.0","1"
"712460433","0","39","M","2","Uneducated","Single","$40K - $60K","Blue","25","4","1","3","9121.0","1426","7695.0","4112","80","0.156","1"
"712463883","0","45","M","2","Unknown","Married","$120K +","Silver","38","4","2","3","34516.0","1406","33110.0","3342","63","0.041","1"
"712479633","1","31","F","1","Unknown","Single","Less than $40K","Blue","20","3","1","2","1695.0","0","1695.0","2428","43","0.0","1"
"712487883","1","54","M","5","High School","Married","$80K - $120K","Blue","48","2","1","3","7464.0","0","7464.0","9071","74","0.0","0"
"712490283","0","55","F","4","Graduate","Married","$40K - $60K","Blue","41","4","3","3","3156.0","2517","639.0","2091","48","0.798","1"
"712497783","0","56","F","2","Unknown","Married","Less than $40K","Blue","48","1","2","3","9092.0","1363","7729.0","14779","94","0.15","1"
"712509108","1","46","F","3","Doctorate","Single","Less than $40K","Gold","36","1","3","5","15164.0","532","14632.0","8356","68","0.035","0"
"712510833","0","44","M","3","College","Married","$40K - $60K","Blue","30","2","3","3","9317.0","847","8470.0","4121","81","0.091","1"
"712521783","0","54","M","3","Graduate","Unknown","$80K - $120K","Blue","47","6","2","4","15108.0","1288","13820.0","3713","65","0.085","1"
"712531008","1","43","M","3","Unknown","Married","$120K +","Blue","34","4","3","2","24868.0","794","24074.0","2510","32","0.032","1"
"712542258","0","47","F","5","Unknown","Married","Less than $40K","Blue","40","5","1","3","2950.0","2000","950.0","4742","79","0.678","1"
"712551258","1","39","M","1","Uneducated","Married","Less than $40K","Blue","36","3","3","3","4247.0","0","4247.0","847","17","0.0","1"
"712552608","1","46","F","3","Graduate","Married","Less than $40K","Blue","34","3","3","1","1438.3","0","1438.3","2658","43","0.0","1"
"712555233","0","59","F","0","Graduate","Single","$40K - $60K","Blue","48","4","1","2","4205.0","710","3495.0","2023","38","0.169","1"
"712560558","0","55","F","3","College","Single","Less than $40K","Blue","42","5","2","1","1438.3","0","1438.3","4660","87","0.0","1"
"712562433","1","48","F","2","Unknown","Married","Less than $40K","Blue","30","3","3","3","4204.0","0","4204.0","2316","43","0.0","1"
"712563408","1","33","M","2","Uneducated","Single","$40K - $60K","Blue","18","1","1","6","5600.0","2517","3083.0","2296","46","0.449","0"
"712574583","0","34","F","1","Graduate","Single","Unknown","Blue","21","6","1","3","6376.0","1322","5054.0","5192","70","0.207","1"
"712575708","0","55","F","2","High School","Married","Less than $40K","Blue","36","5","1","4","1994.0","1175","819.0","4455","82","0.589","1"
"712578933","1","35","F","5","High School","Married","$40K - $60K","Blue","25","3","2","6","1438.3","0","1438.3","2500","44","0.0","1"
"712582983","1","47","F","3","Graduate","Married","Less than $40K","Silver","36","4","3","1","14057.0","1381","12676.0","4729","54","0.098","1"
"712586583","0","26","F","0","Graduate","Single","$40K - $60K","Blue","13","6","3","4","1643.0","1101","542.0","2152","50","0.67","1"
"712591983","0","52","F","5","Graduate","Single","$40K - $60K","Blue","41","4","2","3","3035.0","1960","1075.0","4104","79","0.646","1"
"712593933","1","40","M","3","Doctorate","Married","$40K - $60K","Blue","36","3","3","4","2313.0","0","2313.0","2249","42","0.0","1"
"712597233","1","37","M","2","Uneducated","Unknown","$40K - $60K","Blue","36","2","3","2","3250.0","1721","1529.0","1714","32","0.53","1"
"712602708","1","36","M","3","Unknown","Unknown","$80K - $120K","Blue","36","4","1","2","1815.0","0","1815.0","2039","34","0.0","0"
"712604133","0","54","M","1","Uneducated","Married","$80K - $120K","Blue","43","3","1","4","25882.0","1699","24183.0","1736","48","0.066","1"
"712609533","0","32","M","1","Uneducated","Single","$80K - $120K","Blue","15","2","2","1","3371.0","1530","1841.0","13432","118","0.454","1"
"712611108","1","59","F","1","Unknown","Single","Less than $40K","Blue","53","5","6","2","7501.0","2517","4984.0","2280","49","0.336","1"
"712612233","0","35","M","4","Graduate","Single","$60K - $80K","Blue","22","3","3","3","8717.0","719","7998.0","2067","59","0.082","1"
"712613808","0","45","F","5","College","Single","Unknown","Blue","32","3","3","3","5999.0","658","5341.0","4283","69","0.11","1"
"712623258","1","42","F","3","Graduate","Married","Less than $40K","Blue","36","2","3","3","5505.0","2517","2988.0","2272","42","0.457","1"
"712627083","1","38","M","4","Uneducated","Married","$80K - $120K","Blue","25","5","2","4","5768.0","0","5768.0","9867","78","0.0","0"
"712630608","0","43","F","2","High School","Unknown","Unknown","Blue","35","3","3","4","6109.0","1549","4560.0","4430","69","0.254","1"
"712640583","0","60","F","0","Doctorate","Married","Unknown","Blue","51","4","1","3","7508.0","2148","5360.0","4950","70","0.286","1"
"712652283","0","36","M","1","Uneducated","Divorced","$80K - $120K","Blue","28","4","1","3","34516.0","774","33742.0","3030","74","0.022","1"
"712653183","0","49","F","4","Unknown","Single","Less than $40K","Blue","36","4","1","4","1976.0","1694","282.0","3675","81","0.857","1"
"712655583","0","41","M","3","Graduate","Married","$40K - $60K","Blue","32","3","3","2","6425.0","915","5510.0","2036","44","0.142","1"
"712656783","1","49","M","1","Graduate","Single","$120K +","Blue","36","3","4","3","8136.0","2517","5619.0","2179","40","0.309","1"
"712660308","1","44","F","1","High School","Single","Less than $40K","Blue","36","2","3","3","1895.0","0","1895.0","2472","40","0.0","0"
"712662783","1","43","F","2","College","Married","Unknown","Blue","36","1","2","6","3793.0","2517","1276.0","2577","57","0.664","1"
"712664658","1","35","F","1","Graduate","Single","Less than $40K","Blue","30","2","2","2","1649.0","0","1649.0","2549","54","0.0","1"
"712669983","0","39","M","3","Graduate","Single","$80K - $120K","Blue","30","5","3","3","10009.0","1604","8405.0","4347","75","0.16","1"
"712676208","0","46","F","5","High School","Single","Less than $40K","Blue","36","6","3","3","1787.0","1324","463.0","4084","79","0.741","1"
"712677633","1","42","F","0","Uneducated","Divorced","Unknown","Blue","31","3","3","4","2712.0","0","2712.0","2307","28","0.0","0"
"712683633","1","32","F","0","Unknown","Married","Less than $40K","Blue","36","5","3","3","1438.3","0","1438.3","2464","37","0.0","1"
"712689333","0","38","M","2","Unknown","Single","$80K - $120K","Blue","28","4","3","2","20241.0","1203","19038.0","1102","31","0.059","1"
"712690458","0","38","F","2","Uneducated","Married","Less than $40K","Blue","28","1","1","2","3629.0","1891","1738.0","15982","113","0.521","1"
"712691883","1","41","F","2","High School","Married","Less than $40K","Blue","36","3","2","2","2811.0","2404","407.0","2245","41","0.855","0"
"712693908","1","43","M","3","Graduate","Married","$120K +","Blue","31","2","4","1","13883.0","783","13100.0","1871","32","0.056","1"
"712704933","1","49","F","4","High School","Unknown","$40K - $60K","Blue","43","4","3","3","4048.0","0","4048.0","2227","41","0.0","0"
"712706058","1","44","F","5","Graduate","Single","Less than $40K","Blue","37","1","2","4","1491.0","0","1491.0","1970","46","0.0","1"
"712709508","0","48","F","2","Unknown","Single","Unknown","Blue","40","3","3","4","8012.0","0","8012.0","2645","63","0.0","1"
"712714008","0","39","F","4","Unknown","Married","$40K - $60K","Blue","28","2","3","2","2725.0","2302","423.0","4714","81","0.845","1"
"712715208","1","52","M","1","High School","Single","$80K - $120K","Blue","44","1","3","2","3770.0","0","3770.0","2387","51","0.0","0"
"712721358","1","48","F","3","Uneducated","Divorced","Less than $40K","Blue","36","5","3","2","4073.0","2517","1556.0","2059","43","0.618","1"
"712730583","0","29","M","0","Uneducated","Married","$60K - $80K","Blue","20","5","2","3","8592.0","1201","7391.0","1842","50","0.14","1"
"712733958","1","46","F","2","Unknown","Single","Less than $40K","Blue","36","6","3","3","1731.0","0","1731.0","2304","46","0.0","1"
"712734933","1","43","F","2","College","Married","Less than $40K","Blue","36","5","2","3","4020.0","0","4020.0","1952","39","0.0","1"
"712740108","1","43","F","4","Uneducated","Divorced","Less than $40K","Blue","33","6","3","1","1706.0","0","1706.0","2371","45","0.0","1"
"712747758","1","50","F","4","Uneducated","Single","Less than $40K","Blue","36","2","2","3","2477.0","0","2477.0","2037","43","0.0","1"
"712751133","1","42","M","3","Doctorate","Single","$60K - $80K","Blue","35","3","3","3","11328.0","1369","9959.0","1829","42","0.121","1"
"712765158","0","26","F","1","High School","Single","Less than $40K","Blue","15","5","3","3","2539.0","2162","377.0","2386","47","0.852","1"
"712766208","1","45","M","5","Uneducated","Single","$120K +","Silver","36","4","2","1","34516.0","0","34516.0","8603","84","0.0","1"
"712767858","1","42","F","0","College","Single","$40K - $60K","Blue","30","5","2","3","1438.3","1223","215.3","2181","43","0.85","0"
"712768983","1","51","M","4","Graduate","Single","$80K - $120K","Silver","42","6","4","2","34516.0","230","34286.0","8629","65","0.007","1"
"712770408","1","42","F","2","Graduate","Unknown","Less than $40K","Blue","36","6","3","2","3413.0","0","3413.0","2285","40","0.0","1"
"712771233","0","52","M","3","Unknown","Single","$80K - $120K","Blue","36","3","4","1","2516.0","1268","1248.0","4461","80","0.504","0"
"712774008","0","59","M","0","Uneducated","Married","Less than $40K","Blue","46","6","1","2","3939.0","2517","1422.0","1489","34","0.639","0"
"712777233","1","65","M","0","Graduate","Single","Unknown","Blue","48","1","4","3","1671.0","0","1671.0","2701","51","0.0","1"
"712783083","1","48","F","4","High School","Married","Less than $40K","Blue","37","1","2","3","3607.0","0","3607.0","2013","35","0.0","1"
"712784058","1","45","F","2","High School","Divorced","Unknown","Blue","36","6","4","3","17156.0","2517","14639.0","1142","33","0.147","1"
"712788258","0","48","M","3","College","Married","$40K - $60K","Blue","34","2","2","1","1913.0","1405","508.0","7265","80","0.734","1"
"712790358","1","39","F","3","Uneducated","Married","Unknown","Blue","30","6","3","4","3023.0","1348","1675.0","2219","44","0.446","1"
"712795833","1","34","F","4","Graduate","Married","Less than $40K","Blue","36","2","2","4","5021.0","2517","2504.0","2270","40","0.501","1"
"712807758","1","47","F","3","Graduate","Single","Less than $40K","Blue","39","3","3","3","1438.3","0","1438.3","2476","32","0.0","1"
"712812408","1","40","F","3","Unknown","Married","Less than $40K","Blue","28","2","3","3","1535.0","0","1535.0","1921","41","0.0","1"
"712814658","0","50","F","0","Graduate","Married","Less than $40K","Blue","43","4","1","2","2393.0","1499","894.0","4755","82","0.626","1"
"712829808","1","39","M","3","Uneducated","Married","$60K - $80K","Blue","29","4","3","4","2187.0","0","2187.0","2031","40","0.0","1"
"712839633","0","38","M","2","Uneducated","Single","$80K - $120K","Blue","22","2","1","3","34516.0","1595","32921.0","8871","97","0.046","1"
"712840608","0","55","F","2","Uneducated","Married","Less than $40K","Blue","43","6","2","3","2736.0","993","1743.0","4078","85","0.363","1"
"712841883","1","50","M","3","College","Single","$80K - $120K","Silver","36","3","3","2","34516.0","2517","31999.0","7155","66","0.073","1"
"712843983","1","41","F","2","College","Divorced","Less than $40K","Blue","36","3","3","4","1569.0","257","1312.0","2288","45","0.164","1"
"712849158","1","55","M","0","High School","Divorced","$80K - $120K","Blue","44","4","3","3","19793.0","2488","17305.0","2186","44","0.126","0"
"712851108","0","51","F","3","High School","Married","Unknown","Blue","31","5","1","5","15340.0","2331","13009.0","2965","51","0.152","1"
"712853358","1","39","F","3","High School","Unknown","Less than $40K","Blue","36","2","3","2","1817.0","0","1817.0","2216","44","0.0","1"
"712855683","0","50","F","2","Post-Graduate","Married","Less than $40K","Blue","36","1","2","2","3350.0","1335","2015.0","4906","89","0.399","1"
"712864683","1","42","F","3","Doctorate","Single","Less than $40K","Blue","30","2","3","3","1438.3","0","1438.3","1693","37","0.0","1"
"712865583","0","57","F","5","Graduate","Married","$40K - $60K","Blue","49","4","2","2","3301.0","2517","784.0","3939","69","0.762","1"
"712876233","0","53","M","2","Graduate","Single","$80K - $120K","Blue","36","5","3","2","5272.0","1515","3757.0","1289","33","0.287","1"
"712877733","0","48","M","5","Graduate","Married","$80K - $120K","Blue","42","6","3","3","12882.0","1402","11480.0","4407","84","0.109","1"
"712895733","1","40","M","4","Uneducated","Single","$80K - $120K","Blue","36","6","3","2","34516.0","572","33944.0","8659","81","0.017","0"
"712900308","1","44","F","2","College","Single","Less than $40K","Blue","34","4","3","3","1751.0","0","1751.0","2078","37","0.0","1"
"712901283","1","53","F","2","Graduate","Single","$40K - $60K","Blue","36","2","3","2","2121.0","0","2121.0","1464","32","0.0","1"
"712916958","1","55","F","2","Graduate","Married","Unknown","Blue","36","5","3","2","12494.0","0","12494.0","7026","69","0.0","1"
"712924383","1","55","M","3","Unknown","Single","$60K - $80K","Blue","36","3","2","2","8411.0","979","7432.0","990","22","0.116","1"
"712925808","1","51","F","1","Unknown","Married","$40K - $60K","Blue","36","2","3","2","2710.0","0","2710.0","4724","60","0.0","1"
"712927383","1","51","F","2","Uneducated","Single","Less than $40K","Blue","36","3","3","3","1438.3","642","796.3","1939","49","0.446","0"
"712936908","0","36","M","3","Unknown","Single","$60K - $80K","Blue","36","3","1","1","11684.0","1786","9898.0","2969","88","0.153","1"
"712941483","1","51","F","4","Post-Graduate","Married","$40K - $60K","Silver","43","1","3","3","3735.0","0","3735.0","6826","61","0.0","1"
"712942308","0","42","M","3","Doctorate","Single","$60K - $80K","Blue","36","6","1","3","11535.0","1527","10008.0","3730","67","0.132","0"
"712947333","1","54","F","4","Unknown","Married","Less than $40K","Blue","43","3","3","0","5139.0","0","5139.0","1653","44","0.0","1"
"712950783","1","48","F","4","Uneducated","Married","Less than $40K","Blue","38","3","2","3","2732.0","0","2732.0","739","16","0.0","1"
"712953483","1","64","F","0","Graduate","Single","Less than $40K","Blue","36","1","3","4","1682.0","0","1682.0","1811","39","0.0","1"
"712960308","0","33","F","2","High School","Single","Less than $40K","Blue","36","4","1","1","8070.0","2350","5720.0","2117","61","0.291","1"
"712971708","0","43","F","5","Unknown","Single","Less than $40K","Blue","26","6","0","3","3139.0","1089","2050.0","4648","80","0.347","0"
